tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
875,POLC 875,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",875.png,bluez,drippy,orange pol,,blob,blue laser,,devil horn,,
930,POLC 930,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",930.png,Green Bubble,brown,,,rainbow,cyan light,red neon,mint fire,,
1006,POLC 1006,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1006.png,greenz,drippy,wt chimp tshirt,silverz,whiser,fire,blue vr,,,
199,POLC 199,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",199.png,sky blue,green,tanktop,,crongz,cyan light,white movie,,,
1456,POLC 1456,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1456.png,bluez,latte,,,smoking,sadz,pink,,wood,trippie gold.PNG
463,POLC 463,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",463.png,redz,mecha,life jacket,,whiser,sadz,,purple party,,
674,POLC 674,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",674.png,pinkz,black,orange hoodiez,,gummy,cocke,black movie,blue pol cap,,triple silver.PNG
224,POLC 224,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",224.png,pinkz,gold,oldblue crewneck,gold pol,yummy,dollars,,degen og,,
1211,POLC 1211,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1211.png,trippz,brown,orange buffalocheck,,bubblegum,sadz,,red beanie,katana,
731,POLC 731,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",731.png,mintz,brown,,,yawn,shock,purple vr,yellow og,wood,gold circle.PNG
1354,POLC 1354,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1354.png,rainbow,drippy,orange buffalocheck,,gummy,god,purple vr,,,
361,POLC 361,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",361.png,mintz,blue,cream shirt,goldener,bored,sadz,,devil horn,,
418,POLC 418,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",418.png,redz,blue,red buffalocheck,silverz,blob,fire,blackz,black headset,wood,
1138,POLC 1138,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1138.png,cloud,green,black pufferz,,sad,dizzy,,,,triple gold.PNG
1092,POLC 1092,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1092.png,bluez,brown,black polc,,yummy,shock,red neon,,,
55,POLC 55,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",55.png,comicz,brown,sad hoodie,,small pee,dizzy,purple vr,,wood,
789,POLC 789,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",789.png,melon,blue,rainbow tiedye,,yummy,boredz,,green party,katana,
1246,POLC 1246,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1246.png,bluez,brown,yellow tanktop,,sad,dizzy,black movie,,,
273,POLC 273,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",273.png,yellowz,latte,,,small pee,shock,pixel,degen og,,gold circle.PNG
623,POLC 623,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",623.png,purple,blue,pink tiedye,,yawn,puffy,red vr,,katana,
336,POLC 336,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",336.png,comicz,mecha,,,happy,reg,red neon,,,
1303,POLC 1303,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1303.png,purple,gold,blue jersey,,big pee,shock,,,,
766,POLC 766,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",766.png,purple,brown,blue buffalocheck,gold brick,sad,focus,,banana cap,,
1180,POLC 1180,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1180.png,bluez,blue,,,meh pee,reg,mint neon,ahoy,,trippie silver.PNG
859,POLC 859,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",859.png,rainbow,green,oldblu tiedye,,bored,cocke,,,katana,
1495,POLC 1495,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1495.png,sky blue,gold,,gold brick,small pee,sadz,blue neon,anchor cap,,
635,POLC 635,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",635.png,bluez,blue,bk banan tshirt,goldener,happy,sadz,blackz,toycap,katana,
265,POLC 265,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",265.png,sky blue,gold,,,dum,cocke,red neon,,,
1250,POLC 1250,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1250.png,pinkz,drippy,black pufferz,,blob,sadz,,,,
770,POLC 770,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",770.png,Pink Bubble,latte,green varsity,,small pee,stars,pixel,yellow mohawk,,
1315,POLC 1315,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1315.png,Pink Bubble,drippy,white crewneck,,whiser,dollars,,red bc,,gold circle.PNG
320,POLC 320,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",320.png,greenz,blue,,,sad,cocke,,,,
1196,POLC 1196,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1196.png,yellowz,brown,black pufferz,,whiser,happiez,blackz,,,
459,POLC 459,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",459.png,orangez,blue,black polc,,bubblegum,boredz,,,,silver circle.PNG
1483,POLC 1483,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1483.png,melon,brown,pink puffer,,blob,sadz,pixel,,,
1179,POLC 1179,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1179.png,sky blue,brown,,,yawn,stars,,,,
14,POLC 14,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",14.png,sky blue,brown,punk suit,,happy,cocke,white movie,angle ring,,
1207,POLC 1207,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1207.png,pinkz,drippy,bk banan tshirt,,happy,sleep,,mint anchor,,
232,POLC 232,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",232.png,sky blue,black,blue varsity,gold pol,smile,cocke,black movie,,,silver.PNG
398,POLC 398,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",398.png,yellowz,latte,red buffalocheck,,meh pee,focus,,,,
662,POLC 662,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",662.png,pinkz,latte,,silverz,yummy,puffy,,,wood,
377,POLC 377,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",377.png,Pink Bubble,brown,blue varsity,,yummy,red laser,,banana cap,,
1342,POLC 1342,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1342.png,orangez,brown,orange buffalocheck,,crongz,focus,,,,
727,POLC 727,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",727.png,Green Bubble,brown,,,crongz,sleep,,black headset,,
43,POLC 43,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",43.png,rainbow,black,,,blob,boredz,,black bc,,
818,POLC 818,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",818.png,greenz,blue,white suit,silverz,yawn,happiez,blackz,,,silver.PNG
1084,POLC 1084,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1084.png,mintz,brown,cream shirt,,meh pee,focus,blue neon,,wood,
42,POLC 42,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",42.png,sky blue,black,chimp crewneck,silverz,yawn,puffy,red neon,,,
819,POLC 819,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",819.png,sunset,brown,,,happy,sadz,,,,triple gold.PNG
1085,POLC 1085,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1085.png,orangez,cyan,,gold brick,happy,boredz,blue vr,black og,,
1206,POLC 1206,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1206.png,orangez,gold,oldblue crewneck,,big pee,boredz,,black beanie,,silver.PNG
233,POLC 233,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",233.png,pinkz,blue,wt banana tshirt,,gummy,reg,black movie,green mohawk,,trippie gold.PNG
399,POLC 399,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",399.png,trippz,black,yellow tshirt,,bored,focus,,angle ring,,
663,POLC 663,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",663.png,sky blue,brown,red shirt,,happy,sleep,blackz,anchor cap,wood,
376,POLC 376,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",376.png,sky blue,gold,yellow tanktop,,small pee,sleep,blackz,,,
1343,POLC 1343,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1343.png,purple,brown,punk suit,gold,happy,puffy,pink,green party,wood,
726,POLC 726,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",726.png,mintz,latte,zig crewneck,,gummy,focus,,,,
458,POLC 458,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",458.png,mintz,brown,,,smile,stars,pink,,,
1197,POLC 1197,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1197.png,sky blue,latte,white suit,,dum,blue laser,,,katana,
1482,POLC 1482,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1482.png,mintz,blue,red jersey,,crongz,reg,pink,latte bc,,
1178,POLC 1178,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1178.png,redz,gold,red christmas,,crongz,shock,,devil horn,katana,trippie silver.PNG
15,POLC 15,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",15.png,sunset,blue,black puffer,,small pee,happiez,,beaniez,,
634,POLC 634,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",634.png,redz,green,,,meh pee,cyan light,blackz,,katana,
264,POLC 264,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",264.png,yellowz,gold,white hoodie,,crongz,puffy,,,,silver circle.PNG
1251,POLC 1251,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1251.png,bluez,black,tanktop,,bubblegum,cocke,,,wood,
771,POLC 771,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",771.png,mintz,black,wt chimp tshirt,,crongz,dizzy,,brown beanie,,
1314,POLC 1314,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1314.png,greenz,gold,,,whiser,happiez,black movie,,,
321,POLC 321,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",321.png,mintz,latte,orange jersey,,bubblegum,focus,,,katana,gold circle.PNG
1181,POLC 1181,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1181.png,sunset,latte,red jersey,goldener,crongz,stars,,red party,,
858,POLC 858,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",858.png,pinkz,drippy,gray varsity,,dum,happiez,mint neon,toycap,,
1494,POLC 1494,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1494.png,redz,mecha,yellow jersey,,yummy,dizzy,,blue og,,
1247,POLC 1247,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1247.png,yellowz,latte,bk banan tshirt,gold pol,yawn,happiez,,green party,,
788,POLC 788,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",788.png,orangez,brown,red jersey,,crongz,red laser,,,wood,
272,POLC 272,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",272.png,mangaz,gold,black polc,gold brick,blob,focus,,red party,,
622,POLC 622,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",622.png,Green Bubble,drippy,orange crewneck,,sad,dizzy,,blue beanie,,
337,POLC 337,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",337.png,redz,latte,,silverner,meh pee,dizzy,pixel,black cap,,
1302,POLC 1302,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1302.png,glitch,latte,blue ily,,gummy,cocke,pixel,blue og,,
767,POLC 767,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",767.png,redz,latte,gray varsity,,dum,boredz,,broke horn,,
419,POLC 419,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",419.png,mintz,brown,yellow sweater,,yummy,reg,blue neon,,,triple gold.PNG
1139,POLC 1139,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1139.png,purple,latte,cool hoodie,,happy,puffy,purple vr,,,silver.PNG
1093,POLC 1093,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1093.png,orangez,brown,blue fire,,bubblegum,boredz,,cream pol cap,wood,
54,POLC 54,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",54.png,orangez,green,blue ily,,sad,sleep,,,,
675,POLC 675,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",675.png,comicz,latte,,,gummy,shock,blackz,yellow og,,triple silver.PNG
225,POLC 225,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",225.png,purple,latte,gray tshirtz,,happy,glassy,,angle ring,wood,
1210,POLC 1210,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1210.png,mintz,latte,cream shirt,gold pol,happy,cyan light,,,wood,
730,POLC 730,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",730.png,Green Bubble,brown,,,crongz,shock,mint neon,wizard,,
1355,POLC 1355,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1355.png,redz,brown,white hoodie,,sad,glassy,mint neon,,,
360,POLC 360,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",360.png,sunset,black,tanktop,silverz,meh pee,fire,purple vr,cowboy hat,,
177,POLC 177,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",177.png,yellowz,mecha,yellow tshirt,,meh pee,happiez,pixel,,,
1142,POLC 1142,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1142.png,greenz,mecha,brown jumpsuit,,crongz,sleep,red neon,blue pol cap,,gold circle.PNG
527,POLC 527,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",527.png,mangaz,brown,red christmas,,gummy,shock,,blue beanie,,
1512,POLC 1512,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1512.png,purple,latte,black shirt,gold brick,whiser,focus,white movie,red bc,,
874,POLC 874,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",874.png,mangaz,brown,black tanktop,,meh pee,glassy,,red beanie,,
931,POLC 931,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",931.png,yellowz,brown,,gold brick,smoking,focus,,,,
1007,POLC 1007,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1007.png,sky blue,gold,yellow tshirt,gold brick,blob,dizzy,,,wood,
1457,POLC 1457,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1457.png,Green Bubble,latte,,silverner,crongz,reg,blue vr,yellow og,wood,
198,POLC 198,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",198.png,rainbow,cyan,,gold pol,whiser,cyan light,,devil horn,,
462,POLC 462,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",462.png,sunset,drippy,blue jumpsuit,,smile,puffy,,,,
1284,POLC 1284,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1284.png,yellowz,latte,black crewneck,,dum,focus,,green mohawk,,
78,POLC 78,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",78.png,pinkz,blue,red jersey,goldener,meh pee,dollars,pink,,wood,
989,POLC 989,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",989.png,redz,brown,blue tiedye,,bubblegum,red laser,,black bc,,
823,POLC 823,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",823.png,greenz,drippy,rainbow tiedye,,gummy,glassy,,,,
570,POLC 570,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",570.png,redz,latte,bk banan tshirt,,yummy,shock,red neon,gold laurel,,
1115,POLC 1115,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1115.png,sky blue,black,white crewneck,silverner,gummy,dizzy,,,,
120,POLC 120,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",120.png,Pink Bubble,brown,mint kimono,,gummy,happiez,,,,
435,POLC 435,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",435.png,cloud,brown,yellow tshirt,,gummy,reg,,,,
